18/11/2023,3.868572,3.868572,3.868436,3.868436,3.868436,4
19/11/2023,3.868436,3.868436,3.868436,3.868436,3.868436,0
20/11/2023,3.868436,3.868436,3.868436,3.868436,3.868436,0
21/11/2023,3.868436,4.015049,3.868436,4.014535,4.014535,12
22/11/2023,4.014127,4.075415,4.012254,4.073488,4.073488,0
23/11/2023,4.073511,4.227773,4.072256,4.107223,4.107223,10
24/11/2023,4.107594,4.499126,4.107523,4.497788,4.497788,22
25/11/2023,4.496975,4.497413,4.496975,4.497117,4.497117,22
26/11/2023,4.497117,4.561271,4.497117,4.504692,4.504692,0
27/11/2023,4.504765,4.505406,4.471659,4.48286,4.48286,1
28/11/2023,4.48288,4.485195,4.299722,4.31995,4.31995,75
29/11/2023,4.319886,4.450874,4.318016,4.449729,4.449729,0
30/11/2023,4.450321,4.452598,4.294036,4.295294,4.295294,1
1/12/2023,4.295298,4.295466,4.295298,4.295466,4.295466,1
2/12/2023,4.295466,4.32921,4.265288,4.328868,4.328868,15
3/12/2023,4.328531,4.462793,4.327169,4.330191,4.330191,18
4/12/2023,4.330167,4.390594,4.196628,4.200427,4.200427,105
5/12/2023,4.20053,4.379774,4.199801,4.379304,4.379304,0
6/12/2023,4.379304,4.379304,4.212576,4.261972,4.261972,13
7/12/2023,4.261941,4.266227,4.261271,4.262995,4.262995,6
8/12/2023,4.262995,4.262995,4.206906,4.207675,4.207675,35
9/12/2023,4.207749,4.282192,4.206561,4.208329,4.208329,3
10/12/2023,4.208273,4.287949,4.195646,4.196488,4.196488,2
11/12/2023,4.19649,4.29279,3.821519,4.285888,4.285888,40
12/12/2023,4.285888,4.285888,4.285888,4.285888,4.285888,0
13/12/2023,4.285888,4.29291,4.221942,4.22653,4.22653,3
14/12/2023,4.226128,4.373808,4.226128,4.360229,4.360229,38
15/12/2023,4.360241,4.363068,4.339315,4.341359,4.341359,0
16/12/2023,4.341754,4.344146,4.337644,4.338027,4.338027,0
17/12/2023,4.338027,4.409994,4.338027,4.406452,4.406452,3
18/12/2023,4.408205,4.491792,4.40507,4.490291,4.490291,4
19/12/2023,4.489491,4.492522,4.355768,4.470234,4.470234,3
20/12/2023,4.471118,4.522737,4.468936,4.517892,4.517892,5
21/12/2023,4.517818,4.518686,4.402685,4.462161,4.462161,0
22/12/2023,4.461759,4.462134,4.461759,4.462134,4.462134,0
23/12/2023,4.462134,4.462134,4.462134,4.462134,4.462134,0
24/12/2023,4.462134,4.639824,4.462134,4.637604,4.637604,4
25/12/2023,4.63781,4.692615,4.636828,4.690259,4.690259,3
26/12/2023,4.691317,4.691574,4.371819,4.372584,4.372584,35
27/12/2023,4.373049,4.643831,4.290406,4.603052,4.603052,57
28/12/2023,4.602472,4.604376,4.599834,4.603647,4.603647,53
